,gal_num,redshift,xcoord,xcoord_error,ycoord,ycoord_error,int_mag,int_mag_error,half_light_rad,half_light_rad_error,sersic_index,sersic_index_error,axis_ratio,axis_ratio_error,position_angle,position_angle_error,reduced_chi_squared,inclination_angle,is_good_fit,shows_internal_struct,overlaps_w_object,is_big_galaxy,edited,double_model,QSO,azimuthal_angle
9,844,0.2519547343254089,3052.95,0.05,2241.06,0.05,13.91,0.01,11.74,0.1,0.62,0.02,0.58,0.01,43.93,0.63,2.455,54.54945736082459,True,True,False,True,False,False,J1016+4706,4.194534296976365
0,1781,0.04005,4259.71,0.06,1790.3,0.07,14.47,0.02,15.35,0.25,1.06,0.03,0.58,0.01,42.04,0.77,0.91,54.54945736082459,True,False,False,True,False,False,J1419+4207,66.0107338942925
1,1782,0.0403699999999999,5244.75,0.03,2622.9,0.03,14.71,0.0,7.75,0.07,0.81,0.02,0.7,0.01,-59.4,0.9,0.989,45.5729959991943,True,False,False,True,False,False,J1419+4207,67.9376819953831
2,1787,0.1017329,2704.45,0.09,1989.55,0.1,13.09,0.09,69.61,6.64,2.25,0.12,0.28,0.0,47.46,0.27,0.367,73.73979529168804,False,False,True,True,True,False,J1419+4207,9.72295167512494
3,1791,0.1776046,1696.79,0.04,841.88,0.04,16.49,0.01,2.47,0.11,1.03,0.3,0.66,0.05,-43.96,5.58,1.106,48.70012720829413,True,False,False,False,False,False,J1419+4207,89.9311354908034
4,1792,0.1792481243610382,3411.56,0.02,2024.39,0.02,11.27,0.03,33.54,0.93,2.05,0.03,0.93,0.0,32.83,1.41,0.258,21.56518501524267,True,True,False,True,False,False,J1419+4207,75.33134437732336
5,1793,0.17973,2882.6,0.2,322.76,0.09,12.7,0.02,16.32,0.34,0.7,0.04,0.38,0.01,77.06,0.74,23.762,67.6663173421947,True,True,False,True,False,False,J1419+4207,6.43182012354704
6,1805,0.2469482,3342.14,0.2,786.85,0.1,16.8,0.03,6.55,0.31,0.97,0.22,0.2,0.04,81.85,1.83,1.127,78.46304096718453,True,False,False,True,False,False,J1419+4207,16.918251220489076
7,1811,0.2888157,3221.8,0.09,2424.16,0.05,14.86,0.01,14.21,0.2,1.02,0.04,0.21,0.0,-57.32,0.32,1.246,77.87764775521089,True,False,False,True,False,False,J1419+4207,75.59039292133066
8,1814,0.3153873,3803.22,0.13,2998.74,0.13,16.33,0.01,8.95,0.21,0.32,0.07,0.18,0.02,44.85,0.83,1.07,79.63024019452259,True,False,False,True,False,False,J1419+4207,0.2219631138169785
9,1817,0.3256985,3023.93,0.22,1911.09,0.16,15.96,0.03,10.9,0.4,0.75,0.07,0.63,0.02,77.7,2.89,1.025,50.949877463846505,True,False,False,True,False,False,J1419+4207,0.110435143130178
10,1819,0.3378633,2594.36,0.2,2346.04,0.15,17.4,0.03,4.34,0.35,0.29,0.28,0.46,0.08,-60.18,5.83,1.127,62.612892497346095,True,False,False,True,False,False,J1419+4207,55.30387025914932
11,1827,0.3994674,3020.15,0.18,1403.88,0.08,16.67,0.02,6.85,0.24,0.47,0.13,0.18,0.04,74.37,1.38,1.063,79.63024019452259,True,False,False,True,False,False,J1419+4207,10.018395271747188
12,1828,0.3995389,2803.78,0.2,1179.43,0.13,16.04,0.05,10.41,0.62,1.14,0.11,0.49,0.02,-65.6,2.34,1.344,60.65941842497627,True,False,False,True,False,False,J1419+4207,39.58038762657829
13,1832,0.4241757,2908.52,0.1,1352.91,0.08,15.26,0.01,10.25,0.18,0.69,0.03,0.71,0.01,62.69,2.05,1.008,44.76508467132842,True,False,False,True,False,False,J1419+4207,15.418694238461912
14,1835,0.4254513,3765.29,0.1,1429.21,0.08,14.46,0.01,14.41,0.17,0.8,0.02,0.76,0.01,81.84,1.54,0.822,40.53580211131656,True,False,False,True,False,False,J1419+4207,45.1198832768153
15,1837,0.4274773,3291.34,0.08,2316.3,0.07,16.1,0.01,5.69,0.16,0.68,0.1,0.49,0.02,49.4,1.88,1.236,60.65941842497627,True,False,False,True,False,False,J1419+4207,44.98793412494384
16,1844,0.454321,3217.24,0.24,2031.03,0.28,16.17,0.1,14.05,1.48,1.14,0.16,0.68,0.04,40.14,5.41,1.074,47.15635695640366,True,False,False,True,False,False,J1419+4207,71.72774299397922
17,1851,0.5217304,2917.94,0.02,1496.64,0.02,14.0,0.01,8.28,0.08,1.38,0.02,0.74,0.01,49.07,0.94,1.068,42.26858442957247,True,True,False,True,False,False,J1419+4207,27.626605604736035
18,1854,0.5225721,3101.68,0.16,1451.41,0.19,16.38,0.02,6.96,0.24,0.5,0.08,0.81,0.03,-8.36,7.46,1.057,35.90406858331717,True,False,False,True,False,False,J1419+4207,82.09345030291485
19,1859,0.5247722,2527.1,0.03,2923.53,0.03,13.78,0.01,10.52,0.07,1.0,0.01,0.7,0.0,2.8,0.63,1.081,45.5729959991943,True,True,False,True,False,False,J1419+4207,49.70640439463008
20,1867,0.5799361999999999,2783.34,0.12,2221.13,0.05,15.35,0.01,10.77,0.16,0.54,0.04,0.27,0.01,78.99,0.5,1.261,74.33573314862649,True,False,False,True,False,False,J1419+4207,64.98901748312848
0,2078,0.08228,2537.42,0.08,3047.51,0.13,15.4,0.01,9.65,0.2,0.78,0.05,0.54,0.01,-4.5,1.46,1.026,57.31636115374206,True,False,False,True,False,False,J1553+3548,35.0141680188424
1,2079,0.082712,3309.47,0.02,2435.38,0.09,13.44,0.01,31.85,0.4,1.18,0.02,0.17,0.0,-15.3,0.1,0.68,80.21218094328603,True,False,False,True,False,False,J1553+3548,32.62554038201448
2,2080,0.0917289927638431,3596.28,0.03,2893.57,0.05,14.85,0.01,7.37,0.08,0.75,0.04,0.41,0.01,5.9,0.58,1.034,65.79516519854168,True,True,False,True,False,False,J1553+3548,64.28661270765329
3,2083,0.15102,2861.09,0.03,3187.91,0.04,13.0,0.01,15.62,0.09,0.92,0.01,0.77,0.0,14.76,0.67,0.687,39.64611114697372,True,True,False,True,False,False,J1553+3548,72.52133250327921
4,2084,0.1585814,1641.21,0.11,2640.9,0.09,17.25,0.1,2.56,0.37,0.66,0.7,0.1,0.51,-67.1,5.67,1.088,84.26082952273322,True,False,False,False,False,False,J1553+3548,57.34085177777821
5,2085,0.1585954022761246,2316.05,0.04,4371.69,0.03,8.94,0.23,320.61,82.42,4.23,0.27,0.58,0.0,75.81,0.33,0.201,54.54945736082459,True,True,False,True,True,False,J1553+3548,42.18180305157345
6,2086,0.1639337,1721.94,0.04,2607.19,0.03,14.73,0.0,6.53,0.06,0.87,0.03,0.52,0.01,-76.96,0.67,1.025,58.667748502405736,True,False,False,True,False,False,J1553+3548,67.86096082758779
7,2087,0.1704942,4034.25,0.04,1696.83,0.05,15.58,0.03,2.24,0.13,4.56,0.94,0.34,0.04,82.75,2.21,1.074,70.12312592992117,True,False,False,False,False,False,J1553+3548,52.05312088295077
8,2090,0.1809917,4358.72,0.38,2417.77,0.37,17.43,1.9,3.14,11.47,18.4,67.69,0.11,0.13,15.29,7.0,1.214,83.68468443064262,False,False,False,True,False,False,J1553+3548,10.610244873845554
9,2091,0.1909909869305359,2243.1,0.01,3371.44,0.01,11.5,0.0,13.41,0.07,2.14,0.01,0.61,0.0,51.6,0.16,0.585,52.41049703514314,True,True,False,True,True,False,J1553+3548,86.56686782474446
10,2093,0.2171375,3769.95,0.02,2292.97,0.04,14.03,0.01,10.39,0.11,1.24,0.03,0.38,0.0,-18.19,0.38,0.674,67.6663173421947,True,True,True,True,True,False,J1553+3548,11.16359450601755
11,2094,0.2173298331899796,3167.03,0.05,1487.59,0.08,15.28,0.01,6.9,0.14,0.62,0.08,0.27,0.02,-33.32,0.9,2.304,74.33573314862647,True,False,False,True,False,False,J1553+3548,71.7623227102048
12,2095,0.2175354,3379.01,0.04,2714.84,0.03,14.31,0.0,10.93,0.07,0.68,0.02,0.25,0.0,-51.92,0.22,1.012,75.52248781407008,True,False,False,True,False,False,J1553+3548,35.41915871487587
13,2096,0.2178666031017463,3792.81,0.01,2291.56,0.02,12.81,0.01,19.64,0.18,2.46,0.03,0.11,0.0,6.11,0.06,0.658,83.68468443064262,True,True,True,True,True,False,J1553+3548,12.935882811519996
14,2105,0.3417163421004471,2603.61,0.48,1296.81,0.38,17.24,0.08,7.22,0.89,0.84,0.23,0.7,0.09,87.47,12.9,1.15,45.5729959991943,True,False,False,True,False,False,J1553+3548,34.732741697740984
15,2108,0.3594034,3318.58,0.15,1415.81,0.15,16.1,0.06,10.49,0.92,1.61,0.22,0.43,0.03,45.73,2.35,1.051,64.53243985752763,True,False,False,True,False,False,J1553+3548,39.44694504853952
16,2111,0.3681823601969429,3620.87,204828.91,1628.58,87443.45,17.87,163.66,0.46,1344.08,0.05,603.33,0.05,177107.67,-53.7,293168.97,9.042,87.13401601740114,False,False,False,False,True,False,J1553+3548,18.77078624778081
17,2113,0.3931365,2954.26,0.12,1617.45,0.16,16.7,0.04,5.5,0.31,1.02,0.24,0.49,0.05,-35.71,4.37,1.094,60.65941842497627,True,False,False,True,False,False,J1553+3548,85.79284862031616
18,2124,0.47359,3287.76,0.01,2687.13,0.01,12.84,0.08,33.97,6.53,10.55,0.76,0.7,0.01,57.13,0.85,0.768,45.5729959991943,False,True,False,True,False,False,J1553+3548,50.21300400691801
19,2126,0.4753203559055391,3766.27,0.02,2153.61,0.02,13.34,0.01,7.97,0.08,2.09,0.03,0.94,0.01,-26.74,3.59,0.98,19.948443588802704,True,True,False,True,False,False,J1553+3548,0.113648126341276
20,2137,0.5200746,3113.34,0.15,1357.2,0.19,16.04,0.4,16.47,11.98,4.84,2.31,0.59,0.07,28.26,6.5,1.108,53.84299179900117,True,False,False,True,False,False,J1553+3548,45.65324058646799
0,679,0.0111627401784062,7792.6,0.13,9222.2,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.889,0.0,False,False,False,False,False,False,J1001+5944,54.03399749001634
1,683,0.0733958,2411.85,0.13,1667.65,0.11,14.84,0.08,18.69,1.48,1.41,0.12,0.82,0.02,54.1,3.93,0.889,34.91520624744419,True,False,False,True,False,False,J1001+5944,4.024311122769047
2,693,0.2806913,3710.05,0.03,3279.29,0.03,13.68,0.01,15.2,0.19,1.25,0.02,0.73,0.0,46.21,0.76,0.682,43.11360594589871,True,True,False,True,False,False,J1001+5944,5.806377022241386
3,695,0.281961,2689.24,0.16,3890.7,0.22,16.44,0.04,9.4,0.6,1.07,0.2,0.45,0.04,-37.14,3.04,1.049,63.256316049597,True,False,False,True,False,False,J1001+5944,41.02689354287333
4,697,0.2822419,4246.75,0.03,3096.14,0.03,14.59,0.0,6.24,0.06,0.48,0.03,0.63,0.01,-32.66,0.97,1.345,50.949877463846505,True,False,False,True,False,False,J1001+5944,62.73050247631819
5,726,0.4160519,2998.2,0.17,2446.14,0.11,15.48,0.07,12.03,0.89,1.41,0.16,0.72,0.03,-78.22,3.16,0.544,43.945519562308846,True,False,False,True,True,False,J1001+5944,5.097298074471593
0,245,0.0299850236624479,679.05,0.07,2510.61,0.06,31.03,0.15,13.1,3.35,4.33,0.78,0.71,0.03,59.67,4.05,0.0,44.76508467132842,False,False,False,True,False,False,J0843+4117,64.58798153963359
1,247,0.0853825,1619.08,0.0,1344.36,0.0,17.06,0.01,5.71,0.04,2.33,0.02,0.72,0.02,-79.7,0.2,1.089,43.945519562308846,False,False,True,True,True,False,J0843+4117,67.56530584211775
0,1674,0.20526222884655,1545.89,0.3,1296.67,0.21,13.99,0.07,3.78,0.45,0.8,0.33,0.57,0.09,89.16,9.71,775.032,55.24977424631754,True,False,True,True,False,False,J1241+5721,12.963556828215642
1,1675,0.2178031653165817,1548.83,0.04,1438.51,0.05,14.32,0.02,7.35,0.18,1.13,0.06,0.84,0.01,-2.79,2.55,1.069,32.85988037888911,True,False,False,True,True,True,J1241+5721,84.79146037779748
2,1685,0.3607424,1034.06,0.07,1078.08,0.05,13.75,0.0,15.03,0.08,0.12,0.01,0.3,0.0,53.7,0.17,3.312,72.5423968762779,False,False,True,True,False,False,J1241+5721,36.00537200476944
3,1686,0.3609549,975.45,0.24,1047.58,0.39,17.03,0.07,4.56,0.35,0.06,0.3,0.45,0.06,2.62,6.41,11.209,63.256316049597,False,False,False,True,False,False,J1241+5721,16.123609199452336
0,1954,0.01849,3471.59,0.04,1179.94,0.04,15.78,0.01,2.36,0.09,1.76,0.22,0.75,0.03,64.14,5.81,1.069,41.40962210927086,True,False,False,False,False,False,J1437+5045,29.534410709483627
1,1955,0.0872482,1480.78,0.04,195.63,0.06,15.94,0.01,4.12,0.09,0.74,0.11,0.49,0.02,19.89,1.91,1.104,60.65941842497627,True,False,False,True,False,False,J1437+5045,18.483715603001325
2,1956,0.1281,1017.5,0.2,406.67,0.19,15.93,0.02,13.72,0.29,0.57,0.06,0.24,0.01,47.02,0.77,1.057,76.11345963737101,True,False,False,True,True,False,J1437+5045,18.084374318246425
3,1957,0.1298059,4056.15,0.15,375.92,0.16,12.86,0.05,8.08,0.61,1.16,0.11,0.02,0.0,44.07,0.1,5.573,88.85400800161142,False,False,False,True,False,True,J1437+5045,70.34503780774646
4,1958,0.1299231,4816.84,0.07,3751.28,0.06,14.22,0.03,16.8,0.39,1.13,0.03,0.8,0.01,-55.23,1.8,0.75,36.86989764584401,True,False,False,True,False,False,J1437+5045,69.29805421864589
5,1959,0.1412795,4271.01,0.33,3433.78,0.28,17.08,2.29,7.98,57.64,19.97,80.35,0.58,0.27,44.82,26.37,1.29,54.54945736082459,False,False,False,True,True,False,J1437+5045,18.875636972120702
6,1960,0.1436,3357.25,7.64,1882.81,21.83,12.34,231.0,27.27,5777.98,0.15,274.12,0.0,0.25,-19.03,12.21,69.752,90.0,False,False,True,True,False,False,J1437+5045,41.69618655107741
7,1961,0.1796401,5114.74,0.02,773.49,0.07,14.81,0.01,13.18,0.12,0.91,0.03,0.17,0.0,-4.7,0.21,1.096,80.21218094328603,False,False,True,True,True,False,J1437+5045,25.30855292654889
8,1962,0.2344,2505.79,0.23,1258.27,0.16,16.21,0.02,7.71,0.29,0.47,0.09,0.61,0.03,80.4,3.6,1.569,52.41049703514314,True,False,False,True,False,False,J1437+5045,52.84229451359715
9,1963,0.23601,2695.28,0.09,2982.57,0.17,15.85,0.03,10.86,0.38,1.0,0.09,0.33,0.01,-20.68,1.12,1.057,70.73122450851622,True,False,False,True,False,False,J1437+5045,38.47139546358291
10,1964,0.2459990680217743,2935.39,0.02,1896.79,0.02,12.97,0.0,9.51,0.03,0.71,0.01,0.99,0.0,-18.26,10.23,1.353,8.109614455994183,False,True,False,True,True,False,J1437+5045,1.2043096871754695
11,1965,0.2504563,3608.61,0.56,3424.04,0.31,16.81,0.22,6.73,0.68,0.71,0.23,0.34,0.04,-67.14,4.26,1.079,70.12312592992117,True,False,True,True,True,True,J1437+5045,28.743990395724985
12,1970,0.30688,3049.28,0.11,1819.76,0.21,15.55,0.02,13.86,0.32,0.67,0.05,0.42,0.01,20.19,1.07,1.005,65.16541251029842,True,False,False,True,False,False,J1437+5045,31.37812398669097
13,1976,0.3449302,3624.52,0.11,1754.39,0.1,17.14,0.03,1.73,0.3,1.51,1.31,0.81,0.15,33.9,32.86,1.164,35.90406858331717,True,False,False,False,False,False,J1437+5045,30.570520676620244
14,1977,0.3450804,4314.59,0.08,1364.69,0.07,15.89,0.02,3.68,0.18,1.57,0.28,0.6,0.04,-88.35,3.97,2.112,53.13010235415599,True,False,False,True,False,False,J1437+5045,65.04660584720806
15,1978,0.3564435,3645.9,0.02,1600.48,0.03,14.97,0.01,4.77,0.05,1.08,0.04,0.61,0.01,35.67,1.12,1.049,52.41049703514314,True,False,False,True,False,False,J1437+5045,69.84330022469214
16,1980,0.3688216,3998.73,0.15,2252.77,0.14,15.58,0.02,15.15,0.35,0.82,0.06,0.19,0.01,-46.34,0.49,1.026,79.04721580110888,True,False,False,True,False,False,J1437+5045,88.46125349682913
17,1981,0.368891,3155.69,0.03,553.11,0.04,14.56,0.0,10.51,0.07,0.52,0.02,0.19,0.0,-32.69,0.2,1.009,79.04721580110888,True,False,False,True,True,False,J1437+5045,70.53458643080262
18,1983,0.374606,3590.79,0.4,1781.17,0.17,16.83,0.04,10.15,0.63,0.65,0.17,0.25,0.03,-72.01,1.92,1.232,75.52248781407008,True,False,False,True,False,False,J1437+5045,85.67635965201079
19,1987,0.45163,3834.31,0.05,1084.63,0.04,15.85,0.01,3.09,0.08,0.55,0.11,0.94,0.03,60.4,17.62,1.077,19.948443588802704,True,False,False,True,False,False,J1437+5045,60.79654814493349
20,1992,0.47371,3789.84,0.04,2440.09,0.05,15.61,0.01,5.46,0.11,1.35,0.09,0.33,0.02,-36.24,1.01,1.072,70.73122450851622,True,False,False,True,False,False,J1437+5045,80.72385342846157
21,1997,0.5052279,4345.57,0.08,1405.13,0.07,16.24,0.02,2.85,0.15,0.07,0.88,0.79,0.05,83.82,10.76,2.882,37.81448850601414,True,False,False,False,False,False,J1437+5045,75.79265266638238
22,1999,0.5070609,2417.97,0.16,1459.66,0.1,16.21,0.02,6.95,0.23,0.68,0.11,0.44,0.02,84.81,1.93,1.122,63.8961188626601,True,False,False,True,False,False,J1437+5045,69.2280320410643
23,2003,0.5668489,2771.15,0.16,1331.79,0.15,16.55,0.02,5.36,0.24,0.53,0.12,0.97,0.05,-38.63,59.27,1.094,14.069867747572133,True,False,False,True,False,False,J1437+5045,70.4139154966249
24,2005,0.5702511,3298.35,0.03,1357.71,0.05,14.88,0.01,8.97,0.13,1.16,0.04,0.46,0.01,33.34,0.68,1.003,62.612892497346095,True,False,False,True,False,False,J1437+5045,37.09661706912615
0,1266,0.1548138,4338.75,0.01,1501.85,0.01,13.84,0.0,6.61,0.02,0.72,0.0,0.72,0.0,36.72,0.34,1.501,43.945519562308846,True,True,False,True,True,False,J1112+3539,65.1779711562775
1,1271,0.1984191,3232.54,0.07,3817.71,0.05,15.53,0.01,6.99,0.14,1.0,0.07,0.42,0.01,65.09,1.06,1.257,65.16541251029841,True,False,False,True,False,False,J1112+3539,16.1858004009514
2,1273,0.2467043250799179,2814.2,0.03,2318.83,0.04,12.84,0.0,17.81,0.06,0.73,0.01,0.68,0.0,-6.14,0.33,0.396,47.15635695640366,True,True,False,True,False,False,J1112+3539,19.90559869874955
0,620,0.087535,521.55,0.02,778.24,0.02,12.77,0.01,14.38,0.12,1.34,0.01,0.65,0.0,-51.72,0.46,1.231,49.45839812649548,True,True,False,True,False,False,J0943+0531,76.44026555700516
1,624,0.1483404,2446.83,0.01,501.59,0.01,13.97,0.0,5.19,0.03,0.68,0.01,0.9,0.0,76.13,2.33,1.418,25.84193276316713,False,True,True,True,True,False,J0943+0531,66.49888225460347
2,627,0.2283858507871627,1389.9,0.02,1426.19,0.01,13.22,0.0,8.52,0.06,1.09,0.01,0.64,0.0,60.01,0.43,1.319,50.20818050044277,False,True,False,True,False,False,J0943+0531,58.22921412812987
3,644,0.35295170545578,1635.3,0.04,1221.06,0.04,15.84,0.01,2.81,0.08,1.25,0.13,0.75,0.02,-88.01,4.15,1.101,41.40962210927086,True,False,False,False,False,False,J0943+0531,85.46875333001103
0,949,0.0743661373853683,2743.58,0.12,2583.77,0.11,15.45,0.03,12.01,0.38,0.95,0.05,0.54,0.01,69.35,2.19,0.963,57.31636115374206,False,False,True,True,True,False,J1022+0132,60.89392022730692
0,366,0.2265092,4168.02,0.02,976.13,0.05,11.84,0.02,32.56,0.57,1.49,0.02,0.45,0.0,-27.71,0.25,1.277,63.256316049597,True,False,False,True,False,False,J0914+2823,23.596927522630285
1,369,0.2443138062953949,3338.89,0.03,2008.97,0.02,13.27,0.0,13.86,0.06,0.83,0.0,0.84,0.0,57.41,0.8,0.767,32.85988037888911,True,True,False,True,False,False,J0914+2823,71.05753206701107
